Unnamed: 0;name;rating;review;reply;useful;urgent
655;Torben;1;Fik desværre det indtryk at det er Amatørværksted;Hejsa Torben Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil på alle måder beklage hvis du har fået den følelse som du beskriver, vi vil naturligvis gerne fremstå som et super professionelt værksted. Jeg vender din oplevelse med værkstedet. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
656;Jens;1;Snyder folk med hvad der skal laves på bilen.;Hejsa Jens Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. Vi snyder naturligvis ikke vores kunder, hvis vi gjorde det ville vi ikke kunne have en så høj kundetilfredshed eller drive forretning. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
657;Knud;1;Jeg bliver ved med at få tilsendt undersøgelse af mine meninger - selvom det er 18 måneder siden jeg sidst har været der.... Har flere gange gjort opmærksom på det - men ingen ting sker.. 1 stjerne = dårlig;Hejsa Knud Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du har modtaget flere invitationer, jeg kan se at du ikke har været slettet i systemet, jeg har i dag slettet dig så du ikke modtager mere fra os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
658;Rita;1;Sætter aldrig mine ben der mere;Hejsa Rita Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2017 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
659;Arne;1;Fejl diaknose for høj pris;Hejsa Arne Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
660;Tommy;1;1 stjerne fordi at man ikke kan give 0. Svindel butik.;Hejsa Tommy Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
661;MOGENS;1;Der kom forkert slanger på motor som ikke kunne holde til diesel;Hejsa Mogens Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
662;Jørgen;1;En helt igennem dårlig oplevelse, som blev meget meget dyrere end lovet og forventet...;Hejsa Jørgen Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
663;Finn;1;Kan ikke give nogen anbefalinger Har brugt firmaet to gange  Og var bestemt ikke tilfreds;Hejsa Finn Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
664;Anders;1;Ødelagt gearkasse. Hej, i ødelagde gearkassen på min bil og ønskede i erstatte da sådan noget kunne ske når den var på liften ved jer.;Hejsa Anders Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2018 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
665;Kaaleeraq;1;Henvist af forsikringsfirma;Hejsa Kaaleeraq Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
666;kim;1;"Rygterne om firmaet holder.. Min bil skulle have lavet et basisservice, og jeg faldt over en reklame for skorstensgaard hvor de kunne lave det til en billig pris da bilen var over 5 år. Jeg bestiller et tilbud på service, og får et pris""tilbud"" på 3400. Det var helt basalt bare skift af olie og filter samt lidt kontrol. Eeeh nej tak. Godt jeg fik det inden jeg havde kørt min bil derind. Kan ikke genkende at de skulle være billige. Og alle de dårlige historier om opfundet merarbejde gør bare at tilliden til firmaet er lig 0. Det er slemt når et firma ikke er troværdige. På mit arbejde med 3 andre kolleger kom vi til at tale om firmaet og kontant og samtlige havde haft en dårlig oplevelse, med sjusk arbejde, priser der blev væsentlig dyrere og lang ventetid. Bruger mit lokale værksted hvor jeg ved jeg kan stole på dem. Nu skriver de nok tilbage de ikke kan finde mig i systemet, men det skyldes jo så jeg ikke valgte at bruge deres,""tilbud"" ""Edit"" Tak for svar. Ok jeg kan godt se der indgår lidt mere bl.a brændstoffilter i servicet, men det beviser igen at i skifter ting pointless, for det fik jeg skiftet for kun 15.000 km før det (ja jeg følger ikke serviceintervallet på de 30.000 da jeg vil have olien skiftet oftere) så hvorfor sætter i det på til skift der? Min bil har aldrig været ved jer, så hvordan ved i hvornår det er skiftet, skal kun gøres til stort service.  En anden ting. Du skriver i et svar til en anden  trustpilot at i ikke må have tilbud liggende mere end 3 mdr. Jf GDPR, hvis det er en regel så overholder i jo heller ikke den, for jeg kan se mit tilbud er fra den 12. August. Det er altså mere end 3 mdr siden, og jeg har aldrig haft min bil på jeres værksted. 😉 Og jeg tjekkede lige jeres hjemmeside. Jeg kan booke ""service"" får ikke valget mellem stort og lille, så i antager automatisk stort service første gang. 😉";Hejsa Kim Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg kan naturligvis godt finde dig i systemet da dit tilbud stadig er åbent, hvilket også er ok jf. GDPR lovgivningen. Jeg må lige rette det som du skriver omkring tilbuddet, du har fået et tilbud hvor der indgår olie, oliefilter, luftfilter, kabinefilter og brændstoffilter. Det er det man kalder for det store service på din bilmodel. Derfor er prisen også som du beskriver. Husk at der altid er to sider af en sag når i nu snakker om Kontant.  God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
667;Michael;1;"Snyd og bedrag. Havde egentligt ""glemt"" jer, men siden i sender en påmindelse til min mail, så vil jeg da gerne fortælle hvad jeg mener om jeres firma. Nærmere bestemt jeres Ballerup afdeling, men kommer aldrig til at vælge jer igen eller på nogen måde anbefale andre at bruge jer..";Hejsa Michael Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2020 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
668;Morten;1;Er ikke billigere end andre og har 2 gange ikke fuldført reparation i første omgang;Hejsa Morten Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
669;Peter;1;Afdelingen i Viby. Skulle have skiftet kobling på min Toyota, jeg fik en pris med moms på det hele Ca 6.500 kr. Dagen efter bliver jeg ringet op, at gearkablerne var gået i stykker da de skulle skifte koblingen ??? Og at de blev nødt til at have min bil et par dage ekstra da delene skulle hentes hjem, derudover ekstra forsinkelser så det hele kom til at tage Ca 1 uge ? Og endte med en regning der var dobbelt så dyr.  Har siden snakket med andre mekanikere som undrede sig over at gearkablerne kunne gå i stykker? Så nej aldrig mere skortsensgaard, dårlig service, dyrt i forhold til din lokale mekaniker. Nej bare nej...;Hejsa Peter Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
670;Bettina;1;Har fået flere ting lavet på min bil, som nok ikke var helt berettiget .. og flere ting var ikke i orden, så måtte flere gange tilbage og fået det lavet om, indtil jeg endelig fik det lavet på et andet værksted.;Hejsa Betina Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2020 hvor du sidst har fået lavet noget hos os. Jeg kan garantere dig for at der ikke er lavet noget på din bil som ikke har været nødvendigt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
671;john;1;for stor udskifning af medarbejder der medfører forkerte beslutninger fra værkfører.;Hejsa John Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2020 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
672;Danny;1;I opfinder reparationer;Hejsa Danny Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. Jeg kan garantere dig for at der ikke er lavet noget på din bil som ikke har været nødvendigt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
673;Bahman;1;Det er lige så dyr som kendte mærker;Hejsa Bahman Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2017 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
674;Jesper;1;Svindel og dårligt håndværk. Skorstensgaard havde ved de regelmæssige service undladt at efterfylde rensevæske til partikelfilter. Da bilen meldte fejl var den - meget hurtige - melding at partikelfilteret skulle skiftes. Pris kr 12.800,- Kørte til andet værksted, der for kr 2.800 havde påfyldt rensevæske og renset filteret. Har efterfølgende kørt knap 100.000 km uden yderligere omkostninger.  Sætter ALDRIG mine ben hos Skorstensgaard igen. --- Tja, bilen var til 175.000 km service hos Skorstensgaard 24.01.2020  03.04.2020 havde bilen kørt 183.000 km og fejlen på partikelfilteret opstod.  Lækkert at Michael kunne genkende mig og på en lørdag aften huske tilbage til 2016.... Bare lidt underligt at tilbud 173493 fra april 2020 ikke dukkede op;Hejsa Jesper 15/01 2022 Tak for dit svar, jeg kan naturligvis se alle sager i systemet som er faktureret, derfor kan jeg også på en lørdag aften se hvornår du sidst har fået lavet noget hos os. Når det kommer til et tilbud som du beskriver må vi ikke have dem liggende i mere end 3 måneder jf. GDPR lovgivningen derfor kan jeg ikke se det, heller ikke selvom at du har et tilbudsnummer. Grunden til at jeg kan genkende dig er fordi jeg får information om hvilken invitation som du svare på. God weekend herfra M.v.h. Michael - Eftermarkedschef Hejsa Jesper Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
675;Jakob;1;Skorstensgaard oplyser ikke at de skifter reservedele før de er slidt ned! Det er ikke i orden;"Hejsa Jakob Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. Vi skifter naturligvis ikke dele som ikke står for udskiftning, derfor har vi også lavet ""Syn for sagen"" så du altid har dokumentation for det som vi anbefaler God dag herfra M.v.h. Michael - Eftermarkedschef";0;0
676;Mark;1;Dyrt og sjusket… og ikke klar til aftalt tid… de må være desperate siden de sender trustpilot invitationer ud til hele deres kundekartotek, har ikke brugt dem i over 7 år;Hejsa Mark Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
677;Kiss;1;Jeg har ikke brugt jer i flere år, så derfor undrer jeg mig over at modtage mail fra jer, hvor I vil høre min mening;Hejsa Kiss Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2017 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
678;Mikkel;1;Fik min bil til service en Kia picanto for nogle år tilbage. Det var tydeligt det var gået for hurtigt men luftfilter huset var ikke samlet opdagede det kun pga en mærkelig raslen. Så har ikke brugt dem siden. Men fik en mail om hvor mange stjerner jeg vil give, så det bliver 1;Hejsa Mikkel Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
679;Jesper;1;Når I nu selv vælger at spørge mig igen.. Når I nu selv vælger at spørge mig igen, om min oplevelse med skorstensgaard, ja så får I samme svar som sidst. Jeg vil foreslå folk at se udsendelsen om skorstensgaard i kontant på DR1, og så vælge et andet værksted. Find min anden anmeldelse på Trustpilot, under dem med 1 stjerne eller se den på min profil, der er hele min oplevelse med skorstensgaard beskrevet, og hvor galt det gik.  Jeg vil gerne understrege at det er Skorstensgaard selv der har bedt om denne anmeldelse, og ikke en jeg selv har taget initiativ til.;Hejsa Jesper Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2020 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
680;Alan;1;Dyrt og helt ordinært! Husk at rengør din lejebil ellers bliver du bonnet 1500 i dummebøde....;Hejsa Alan Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fejlet tilbage i 2016 hvor du sidst har fået lavet noget hos os. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
681;Ivan;1;De giver 1 tilbud og når man så kommer ændre det. De giver 1 tilbud og når man så kommer med bilen ændre de tilbuddet til ikke været fyldestgørende for den ønskede rep.;Hejsa Ivan Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis der har været fejl i vores tilbud, det er på ingen måde det jeg ønsker at du skal opleve, du skal altid kunne regne med et tilbud fra os. Jeg vender din oplevelse med afdelingen. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
682;Peter;1;Kom med bilen som skulle have DSG Service og endte med at den havde en fejl (12v Batteri udskiftes) ved afhentning.... NEJ TAK;Hejsa Peter Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil naturligvis beklage hvis der skulle være sket fejl fra vores side, det er naturligvis ikke det jeg ønsker. Jeg vender din oplevelse med afdelingen. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
683;Jannick;1;Klamphugger firma. Ringer for at booke en tid til at få kigget på en fejl på min Mercedes. (Den meldte fejl på min Maf sensor. Havde fået den tjekket hos min lokale mekaniker som siger at det er ikke selve sensoren den er gal med så jeg skulle køre til mercedes. De havde så lang ventetid så valgte skorstensgaard, da de skrev at de var gode til mercedes… fortæller dem at mi maf sensor er tjekket og det er ikke den. Men deres konklusion er så at den her maf sensor skal skiftes. - får den skiftet og det bliver 4800kr. Når ikke engang hjem fra da jeg henter bilen til motorlampen lyser, og den melder fejl på maf sensoren. Køre tilbage og dagen efter henter jeg den igen hvor de siger at de har indtastet nogle værdier, så den virker nu. Det gjorde den også. I 3 dage, efter den gik igen.. har været forbi 3 gange for at få “indstillet værdier” + blev oplyst at reserve delen var original. Det har jeg fået tjekket hos mercedes at det ikke er. Nu står jeg her 2 måneder senere. Min motorlampe lyser stadig, der er ingen kompensation. Nu må jeg tage den til mercedes som må kigge på den. De fortæller også at de har test kørt bilen i henholdsvis 45 min, 30 min osv. har taget billeder af km tallet hver gang, og der er ikke kørt over 6 km nogen af gangene. Min tillid er sku røget til det her klamphugger firma..;Hejsa Jannick Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil naturligvis beklage den oplevelse du beskriver. Jeg kan desværre ikke se hvilken afdeling du har været i. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
684;Kenneth;1;Ny forrude blev til defekt horn!. Fik skiftet forrude samt lavet en mindre lakskade på forkofanger. Henter bilen og konstaterer at de åbenbart synes det er helt fint bare, at lade en hel del gummirester flyde rundt på instrumentpanel og forsæder. Da jeg ved indlevering får en lånebil spørger ekspedienten om jeg vil have forsikring med til 75kr, så jeg er dækket hvis noget skulle ske. Da jeg tre dage efter afleverer lånebilen retur er det nu 75 kr pr dag. Det oplyste han naturligvis ikke ved indlevering (jeg overhørte det ikke bare, for kunden foran mig fik heller ikke af vide om at det er pr. Dag). Nå men nu det mærkeligste: bilens horn virker nu ikke mere. Bilen var dagen inden den skulle til skorstensgård (gennem forsikringen) til service hos Mercedes og fejlede intet! Jeg havde faktisk brugt hornet (og bilen er under ét år), så ved det virkede. Skorstensgård mener naturligvis ikke at de har fejlet, men at bilens horn ikke virkede ved indlevering…så nu kommer den på værksted hos Mercedes på tirsdag!  Alle de ting jeg i omgangskredsen har hørt om skorstensgård Fredericia er desværre bare blevet bekræftet!;Hejsa Kenneth Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er naturligvis ked af den oplevelse du beskriver. Det er på ingen måde det jeg normalt hører fra kunderne i Fredericia. Jeg vender din oplevelse med afdelingen. God weekend herfra M.v.h. Michael - Eftermarkedschef;0;1
685;Josephine;1;Dårlig. Vi har faktisk haft nogenlunde gode oplevelser hos værkstedet i Næstved.  Men da vores dæk punkteret i Odense skulle bilen på værksted hos Skorstensgaard på Hvidkærvej.  Først bliver vores nøgle væk og vi høre intet fra dem en hel dag hvor vi selv må ringe og de beretter os så om at de ikke kan finde nøglen, hvilket han sidst på eftermiddagen endelig formår at finde.  Dernæst henter vi vores bil tirsdag eftermiddag hvor ventetiden og servicen er ekstrem dårlig.  De har ikke nulstillet apparatet med dæktryk og da vi har fået skiftet begge bagdæk (da de foreslog det var bedst) så beder vi om at få det raske dæk med hjem.  De påstår de ikke kan finde det og dagen efter siger de så at det ikke er muligt for os, da vi skulle have sagt det inden vi fik skiftet dæk.  Så nu er de et dæk rigere og os et dæk fattigere.  Tak for dårlig service.;Hejsa Josephine Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg kan kun beklage den oplevelse du beskriver, jeg tror desværre at der har været nogle misforståelser. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. Med ønske om et lykkebringende nytår herfra M.v.h. Michael - Eftermarkedschef;0;1
686;Line;1;Er et tilbud et tilbud?. Jeg har desværre haft en dårlig oplevelse hos Skorstensgaard i Tilst, Århus. 13/12 bliver min bil indleveret til reparation, da jeg har en lygtefejl på min bil. Værkstedet har ved skift fra sommerdæk til vinterdæk tidligere konstateret, at der også er slør i en sporestang, som de anbefaler at blive lavet. Det stoler jeg på. D. 3/12 får et tilbud på udskiftning af to fatninger + sporestang, hvilket jeg accepterer og bestiller tid til det hele d. 13/12 – jeg har tidligere oplevet, at deres pærer ikke holder og medbringer derfor selv forlygtepærer. Da de er færdige med reparationen d. 13/12 bliver jeg informeret om, at man har ”glemt” at indregne en sporing i tilbuddet, og at regningen stiger 750+ moms, samt at jeg skal få bilen sporet en anden dag. Efter lidt diskussion frem og tilbage, og da jeg har juletravlt, ender jeg med at få tid til sporing d. 17/12 og den dag betale 250kr+moms ekstra.  Jeg står altså tilbage med en dårlig oplevelse, som bringer minder tilbage til DRs kritiske udsendelse om Skorstensgaard i programmet Kontant. Fornemmelsen bliver yderlige forstærket af, at jeg efterfølgende finder ud af, at et tilbud/ordrebekræftelse er bindende, og jeg slet ikke er forpligtiget til at betale - noget som en tilbudsgiver ved Skorstensgaard må være klar over. Men politikken er åbenbart, at går den, så går den. Så blæser man hellere på aftaleloven end at udføre arbejdet til den aftalte pris. Hos de autoriserede værksteder, som Skorstensgaard gerne vil sammenligne sig med, er et tilbud bindende og en eventuel prisdifference er på værkstedets regning. Hvad endnu værre er, at det viser sig, at sporingen i bedste fald er blevet udført forkert. I værste fald slet ikke er blevet udført, da rattet står skævt og bilen trækker voldsomt til siden. En god ven, som er mekaniker, blev overrasket over, at bilen ikke er blevet prøvekørt efter sporingen, og at der ikke er blevet udleveret en sporerapport som dokumentation for, at bilen er blevet sporet. Så nu er jeg efterladt med en reparation, som er blevet dyrere end lovet, og som er fejlbehæftet. Så hvad gør jeg nu? Der var måske alligevel noget om DRs program.;Hejsa Line 06/01 2022 Jeg ved at du har talt med afdelingen i dag, jeg er sikker på at i nok skal finde en fair løsning på din oplevelse. Håber at du vil se på din anmeldelse. På forhånd tak M.v.h. Michael - Eftermarkedschef Hejsa Line Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du har haft en dårlig oplevelse hos os. Jeg kan kun bukke nakken og undskylde, ved udskiftning af en sporestang skal der naturligvis også være en sporing med i tilbuddet. Du kan til enhver tid regne med at en aftale er en aftale hos os. Jeg vender din oplevelse med afdelingen og du hører fra dem så hurtigt som muligt. Med ønske om et lykkebringende nytår herfra M.v.h. Michael - Eftermarkedschef;0;1
687;Troels;1;Bliver ved med at spørge om min mening. Når i bliver ved med at spørge kunderne om deres mening, så får i 1 stjerne;Hejsa Troels Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du har modtaget en invitation til TP hvis du ikke ønsker at deltage, jeg får dig fjernet i systemet så det ikke sker igen. God jul og godt nytår herfra M.v.h. Michael - Eftermarkedschef;0;0
688;Rudy;1;Rigtig dårlig servise. dårlig forklaring på hvad der skal laves på en bil. når man beder om at få lavet to ting på bilen. for man et tilbud på at lave 8 ting. det er ikke det vi har bedt om. når vi spørg hvorfor 6 andre ting er på tilbudet. får vi en rigtig gårlig forklaring. For mig og det andet værksted ser det ud til at i bare skriver noget på tilbudene i giver til kunder. så i kan tjene en masse på jeres kunder. det er helt forkert. Jeg kørtetil en andet værksted. I skal nok lave en op føling på jeres servise og den måde i behandler jeres kunder på. I kan da være sikker på at i har mistet mig som kunde. og at jeg ikke vil anbefale jer til andre.;Hejsa Ruby Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vores kommunikation har været for dårlig, det er naturligvis ikke det jeg ønsker at du skal opleve. Jeg kan se at du har været forbi vores afdelingen i starten af 2021 hvor vi har gået bilen igennem ud fra dine ønsker og lavet et tilbud til dig. Ud fra det som jeg kan læse i tilbuddet er der blandt andet tale om udskiftning af toppakning da der er olie i kølevandet. Ved udskiftning af toppakning er der en del ting som skal laves, derfor er der naturligvis også flere opgaver med end det du har spurgt på.  Jeg har gået tilbuddet igennem og de opgaver der er sat på er 100% det som vi anbefaler ved en udskiftning af toppakning hvor der er olie i kølevandet, hvis et andet værksted har en anden holdning til hvad der skal til må det være for deres regning.  Håber på din forståelse. God jul og godt nytår herfra M.v.h. Michael - Eftermarkedschef;0;1
689;Steffen;1;3 gange har vi forespurgt på et check af ventilations anlægget i bilen og det bliver overset hver gang. Og hvert service bliver 2-3 gange så dyrt som tilbuddet lød på, begynder at have svært ved at anbefale værkstedet til andre;Hejsa Steffen Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at vi ikke er kommet i mål med varmen i bilen, jeg kan se at der ligger et tilbud på det. Jeg har gået din historik igennem, jeg føler ikke at din kommentar om at vores tilbud ikke holder er fair. Jeg kan se at de tilbud der er givet ligger på samme beløb som aftalt. Vi kan af gode grunde ikke vide om der er ting på bilen som står for udskiftning ved tilbud på service.  De gange hvor din regning er blevet højere end aftalt i første omgang er det fordi at der har været ekstra arbejde på din bil, vi har naturligvis ikke lavet noget uden din godkendelse/accept. Jeg vender din oplevelse med afdelingen. God jul og godt nytår herfra M.v.h. Michael - Eftermarkedschef;0;1
690;Brian;1;Skulle have svejset min ophæng til udstødningen , de ligner noget en 5 årig har svejset og oven i det fik de lavet et lille hul i udstødningen , der hvor svejsningen skulle hæfte 😡😡😡;Hejsa Brian Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi har fået lavet noget sjusk, det er naturligvis ikke det jeg ønsker at du skal modtage. Jeg vender din oplevelse med afdelingen og du hører fra dem så hurtigt som muligt. God jul herfra M.v.h. Michael - Eftermarkedschef;0;1
691;Thyge;1;Bliver anbefalet skift af bremseskiver.. Bliver anbefalet via telefon opkald, at skifte bremseskiver, da de er under det tilladte. Afviser venligt, med den begrundelse, at de bare skal tage sig af det aftalte service. Henter bilen og kører den på andet værksted, hvor de stiller sig undrende over meldingen fra Skorstensgård. Får tilbagemeldingen at bremseskiverne er gode og kan fint køre med dem mindst 1 år endnu. Besparelse på 11000 kr. Mener ikke det er seriøst fra Skorstensgård og i den grad et brud på tilliden. Så nej...ingen anbefaling herfra.;Hejsa Thyge Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at du har en følelse af at vi har forsøgt at sælge noget som ikke var nødvendigt. Jeg har været inde og gå sagen og billederne igennem, ud fra det jeg kan se er den rådgivning du har fået helt korrekt. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. God jul herfra M.v.h. Michael - Eftermarkedschef;0;1
692;Alen;1;"Var til servise 5+ hvor jeg fik skemaet over ting som er tjekket på bilen efter jeg kom hjem valgte jeg at tjekker luftfilter og det viser sig at men kun krydser af på skemaet og i realiteten tjekker men ikke noget desværre,. Bremser fik jeg skiftet i september 2020 hvor jeg efterfølgende var over ved dem da det ikke vai i orden. Til service sender de billeder til mig at bremser skal skiftes men kun bagbremser, efter jeg har snakket med værkfører i afdeling i Vejle sige han ""du har også kørt mange kilometer siden sidst, vi har registreret at bilen i september kørte 135.000"" men synd for ham da bilen var til syn april 2020 og denne gang kørte bilen 148.000. Kan og vil ikke anbefale dem til min værste fjende.";Hejsa Alen Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at du har en følelse af at vi ikke er grundige i forhold til vores service, hvis det skulle være sket at vi ikke har kontrolleret ting som der er krydset af kan jeg kun beklage, det er naturligvis ikke det jeg ønsker at du skal opleve. Jeg har været inde og gå sagen og billederne igennem og kan stå 100% på mål for det som vi har anbefalet dig at få udskiftet. Jeg vender din oplevelse med afdelingen og du hører fra dem så hurtigt som muligt.  God jul herfra M.v.h. Michael - Eftermarkedschef;0;1
693;PI;1;De glemte at spænde hjulet fast;Hejsa PI Jeg ved at du har talt med afdelingen og at de har undskyldt deres fejl.  Jeg er glad for at i fandt en fin løsning. Håber at vi ses en anden gang. God jul herfra M.v.h. Michael - Eftermarkedschef Hejsa PI Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er på alle måder ked af din oplevelse, det er bestemt ikke det vi vil være kendt for.  Jeg vender din oplevelse med værkstedet og du hører fra dem så hurtigt som muligt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
694;Anders;1;Lysende service lampe. Efter at have kørt ca. 50 km i min bil efter en større reparation, begyndte en service lampe at lyse, dette ville værkstedet gerne se på, men gjorde det klart at det nok var noget jeg ville komme til at betale for, da der var ting på regningen der ikke var ordnet som aftalt samt en fejl ved afhentningen, som godt nok blev ordnet med det samme, har jeg valgt benytte et andet værksted til at finde fejlen omkring den lysende service lampe. Jeg forventer ikke at bruge Skorstensgaard igen;Hejsa Anders Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ked af at læse din anmeldelse, det som du beskriver her er på ingen måde det jeg ønsker at du skal opleve. Jeg vender din oplevelse med afdelingen og du hører fra dem så hurtigt som muligt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
